ASC6_Measure_Nat,Avg_ASC7_Gastrointestinal_nat,Avg_ASC7_Eye_nat,Avg_ASC7_Nervous_System_nat,Avg_ASC7_Musculoskeletal_nat,Avg_ASC7_Skin_nat,Avg_ASC7_Genitourinary_nat,Avg_ASC_7_Volume_nat,median_ASC7_Gastrointestinal_nat,median_ASC7_Eye_nat,median_ASC7_Nervous_System_nat,median_ASC7_Musculoskeletal_nat,median_ASC7_Skin_nat,median_ASC7_Genitourinary_nat,median_ASC_7_Volume_nat
0.9893,3451.39,1537.07,1601.39,771.82,172.78,560.10,3920.21,1813,965,778,398,41,101.5,2812
